simplified	pinyin	pos	classifier	definition	new_hsk	sentence_1	translation_1	sentence_2	translation_2	sentence_3	translation_3
手续	shǒu xù	noun	道, 个	procedure	L5	办理签证需要很多手续。	Applying for a visa requires many procedures.	这道手续比较复杂。	This procedure is relatively complicated.	请按照规定的手续办理。	Please follow the required procedures.
手指	shǒu zhǐ	noun	个, 只	finger	L5	她的手指很长很细。	Her fingers are long and slender.	他伸出一只手指指着那里。	He extended one finger and pointed there.	他切菜时切到了手指。	He cut his finger while chopping vegetables.
守	shǒu	verb		to abide by	L5	我们要守规矩。	We must abide by the law.	他不守时间上的规定。	He does not abide by the time rules.	请守游泳池的规则。	Please abide by the pool rules.
守	shǒu	verb		to guard	L5	警察守着那个地方的入口。	Police officers guard the entrance to that place.	他一直守在病人身边。	He stayed by the patient's side the whole time.	请守好这扇门。	Please guard this door well.
首次	shǒu cì	numeral		first time	L5	这是她首次来中国。	This is her first time coming to China.	他首次参加了这个比赛。	He participated in this competition for the first time.	首次见面让他很紧张。	Meeting for the first time made him very nervous.
售价	shòu jià	noun		selling price	L5	这件衣服的售价是两百元。	The selling price of this piece of clothing is two hundred yuan.	请问这个商品的售价是多少？	Excuse me, what is the selling price of this item?	售价已经包含了税。	The selling price already includes tax.
书法	shū fǎ	noun		calligraphy	L5	他从小就喜欢练习书法。	He has liked practicing calligraphy since he was young.	书法是中国传统艺术。	Calligraphy is a traditional Chinese art.	她的书法写得非常漂亮。	Her calligraphy is written very beautifully.
书房	shū fáng	noun	间	study	L5	他在书房里看书学习。	He reads and studies in the study.	家里有一间安静的书房。	There is a quiet study at home.	书房里放满了书。	The study is filled with books.
书架	shū jià	noun	个	bookshelf	L5	书架上放着很多书。	Many books are placed on the bookshelf.	他买了一个新书架放在房间里。	He bought a new bookshelf to put in his room.	请把书放回书架上。	Please put the book back on the bookshelf.
舒适	shū shì	adjective, adjective-noun		cozy	L5	这个沙发坐起来很舒适。	This sofa is very cozy to sit on.	这间屋子感觉非常舒适。	This room feels very cozy.	他们住在一个舒适的小家里。	They live in a cozy little home.
舒适	shū shì	adjective, adjective-noun		comfortable	L5	这个小地方非常舒适。	This little spot is very comfortable.	她喜欢在舒适的地方读书。	She likes to read in a comfortable place.	冬天里待在家里最舒适。	In winter, staying home is the most comfortable.
输入	shū rù	verb, verbal noun		to import	L5	中国从很多国家输入商品。	China imports goods from many countries.	我们需要输入更多的资源。	We need to import more resources.	这个国家输入了大量石油。	This country imports a large amount of oil.
输入	shū rù	verb, verbal noun		to input	L5	请在这里输入你的密码。	Please input your password here.	他正在把数据输入电脑。	He is inputting data into the computer.	输入错误的信息会出现问题。	Inputting incorrect information will cause problems.
蔬菜	shū cài	noun	种	vegetables	L5	妈妈每天买新鲜蔬菜。	Mom buys fresh vegetables every day.	多吃蔬菜对身体有好处。	Eating more vegetables is good for the body.	这里有很多种蔬菜可以买。	There are many kinds of vegetables to buy here.
熟练	shú liàn	adjective, adverbial adjective		skilled	L5	她的汉语说得很熟练。	She speaks Chinese very skillfully.	他开车非常熟练。	He drives very skillfully.	要想熟练，需要多练习。	To become skilled, you need to practice more.
熟人	shú rén	noun		acquaintance	L5	他在这里没有熟人。	He has no acquaintances here.	在国外遇到熟人真开心。	Running into an acquaintance abroad is really delightful.	她是我的一个熟人。	She is an acquaintance of mine.
属于	shǔ yú	verb		to be part of	L5	这个问题属于科学范围。	This question is part of the field of science.	他属于我们团队的一员。	He is part of our team.	这项工作属于他应做的事。	This task is part of what he is supposed to do.
属于	shǔ yú	verb		to belong to	L5	这本书属于图书馆。	This book belongs to the library.	这只猫属于我的邻居。	This cat belongs to my neighbor.	这片土地属于国家。	This land belongs to the state.
鼠标	shǔ biāo	noun		computer mouse	L5	他用鼠标选中了那个文件。	He selected that file with the computer mouse.	我的鼠标坏了。	My computer mouse is broken.	请移动鼠标到左边。	Please move the computer mouse to the left.
束	shù	classifier, verb		measure word for bunches and bundles	L5	他送给她一束鲜花。	He gave her a bunch of fresh flowers.	桌上有一束玫瑰。	There is a bunch of roses on the table.	妈妈买了两束花。	Mom bought two bunches of flowers.
束	shù	classifier, verb		to bind	L5	他用绳子把那些木头束在一起。	He bound those pieces of wood together with rope.	请把这些文件束在一起。	Please bind these documents together.	她用带子把头发束起来了。	She bound her hair up with a ribbon.
束	shù	classifier, verb		to bundle	L5	他把稻草束成一捆。	He bundled the straw into a sheaf.	请把这些电线束起来。	Please bundle these wires together.	她把花束起来送给妈妈。	She bundled the flowers to give to her mother.
树木	shù mù	noun		trees	L5	公园里的树木非常多。	There are very many trees in the park.	多种一些树木对环境有好处。	Planting more trees is good for the environment.	这片树木长得很高。	These trees have grown very tall.
数据	shù jù	noun		data	L5	这些数据非常重要。	This data is very important.	请把数据发给我。	Please send the data to me.	他在分析这些数据。	He is analyzing this data.
摔	shuāi	verb		to drop and break	L5	他不小心把杯子摔了。	He accidentally dropped and broke the cup.	手机从桌上掉下来摔坏了。	The phone fell from the table and broke.	她把花瓶摔碎了。	She dropped and broke the vase.
摔	shuāi	verb		to fall down	L5	他在跑步时摔倒了。	He fell down while running.	小孩在地上摔了一跤。	The child fell down on the ground.	她从椅子上摔下来了。	She fell down from the chair.
双方	shuāng fāng	noun		both parties	L5	双方经过谈判，达成了合作协议。	After negotiations, both parties reached a cooperation agreement.	双方都同意了这个计划。	Both sides agreed to this plan.	双方利益都要考虑到。	The interests of both sides need to be considered.
双方	shuāng fāng	noun		both sides	L5	双方要互相尊重。	Both sides should respect each other.	双方经过讨论，达成了协议。	Both sides reached an agreement after discussion.	这件事对双方都有好处。	This matter is beneficial to both sides.
